,user_name,restaurant_name,comment
0,M M.,Lot 10 Hutong,It is a food court at the basement of the mall.  The variety and prices are pretty good.  Food was so so.  It is your normal food court food.
0,Karine K.,Lot 10 Hutong,"One of the best food places we have found.
Definitely better and cleaner than Jalan Alor street food.
Lots of options of Asian food, alcohol too. Clean bathroom !"
0,Rita R.,Lot 10 Hutong,"A lot of vendors, so many selections of foods, Prices are good, foods are delicious ,  great place to try out Malaysian cuisine."
0,Maria M.,Lot 10 Hutong,"Our favorite brunch at KL, it's under ground level, full of meals to choice from, we always have brunch here everytime we come to visit KL"
0,Jasmine C.,Lot 10 Hutong,"3.5 stars based on this experience. I have heard a lot about this particular food court as it's said to be where all the tried and tested hawker stalls are invited to come under one roof by YTL. Quite a noble intention as it also makes life easier for tourists who want to try the ""best"" but can't quite locate the stalls at their various locations. And it's also because I have guests staying around here that we ended up here.

As it's really a food court, prices are of course more expensive than the actual stalls, but when you think of it, we humans don't mind paying for convenience and the air-conditioning. It's a bit of a maze getting around inside, but I think that embodies the term hutong perfectly. Narrow streets and alleys etc. We only had time to try a couple of items, so I went for the Penang Char Kway Teow and Macau Pork Bun (I think this is the last remaining shop of the franchise as I don't spot them around town anymore).

The wait for the CKT is not too long as there are two young guys frying away. The CKT is quite decent, full of wok hei (smoky) but couldn't really tell the difference between the duck egg and normal chicken egg so I would say, save your RM2 and just have the normal one haha. The stall offers other Penang dishes like assam laksa, curry noodles, lor bak etc but we didn't try it.

The Macau Pork Chop Bun took a while to prepare as it's cooked upon order. But tastewise, it was average. I only used to frequent this chain for the milk tea and I am glad to say the hot milk tea is as good as I remembered.

Anyway, have to try more dishes here to give a fairer rating."
0,Intan N.,Marble 8,"I have been very fortunate to spend my birthday at one of KL's top fine-Marble 8 and it was an experience I will never forget!

This place is a fancy schmancy place with a strict dress code so I was ready to play that strong dress game! Dressing well is a good form of good manners am I right?! Anyway, the place was a bungalow turned restaurant in a strategic location in KL where you can see the Perronas twin towers and it is the perfect backdrop as you enjoy your meal. The interior is ver luxe and elegant, romantic dim lighting and has an upstairs lunge area to further enjoy your wine and cigars.

Moving on to the wondrous food, the real belle of the ball for me was the tomahawk steak! Marble 8 is well known for their steaks but the tomahawk steak is the cut above the rest, it is a huge bone-in rib cut steak with the bone intact that can be shared amongst 4-5 people, soft and tender, I can go on forever. Though pricey (rm2100) for 1.8 kilos to be exact but totally worth it."
0,Ben Y.,Marble 8,"It's one of those places where you go for the view and thankfully the foods not bad either.  

One word of advice though, you can't actually get an unobstructed view of BOTH towers.  The restaurant building is actually too close to the towers and the angle it's at only lets you see one tower and like half of the second one.  

4 stars for the whole package - food, ambience, service, view.  

3 stars for the food alone.  

We got the Bistecca steak for 2 and it was fine.  Supposedly top grade Australian Wagyu which to me is just good USDA Prime.   Places throw out the terms Wagyu and Kobe around a lot but in reality there's real Japanese A5 Wagyu and then there's everything else in a distant 2nd.  

The truffle fries were fine and the portebellos were fine.   In terms of food everything was ""fine.""  Average for a place of this cost.  

The steak, 2 sides, and a bottle of wine cost use around 350 USD which is relatively reasonable I guess.  

It's one of those places where you go for the view and thankfully the foods not bad either"
0,Clarence J.,Marble 8,"I was here for brunch and thought this was good but not what I'd hoped.  The brunch spread was a good-size, although I perhaps greedily expected more for the price.  There was a table of salads/vegetables/fruits, carved meat (roast beef), and breads; a table with three entrees in chafing dishes; and a dessert table.  In addition, the staff brings around small-bite items and bowls of pasta.  The food was good, but I didn't come across anything that wowed me and made me go back for more.  (Not that that stopped me from going back for more, especially because I'm a sucker for pasta.)  You can choose all-you-can-drink options with prosecco, wine...and maybe beer?

The brunch is served in a beautiful setting, with elegant, dark shades indoors that highlight the excellent view of KLCC Park and the Petronas Towers through the floor-to-ceiling windows on two sides of the restaurant.  The staff is friendly and efficient."
0,Alexander Kim Wooi L.,Marble 8,"Coming here for a F1 pre-party, marble 8 was a statement of class and luxury.

Slightly different from other restaurants or bars that might call themselves the luxury outlets, this place actually have their staff properly trained as well that you will not be having unpleasant experience while you're there.

I was in the guest list for the party while there's a cover charge for those walking in, which is a charge of rm99++

The place actually has steakhouse, bar and PRIVE. The bar is very comfortable and you don't feel too cramped up, and there's a small dance floor area in front of the dj stage.

Outside there's this patio area with seats as well. With good view of the bright klcc at night, it's a very nice place to chill and catch up with friends.

For their bar they do serve a very wide range of beverages from beer to wine, cocktails to mocktails and more.

For such a nice ambience i would say that the price list is rather fair. Also, they have happy hours from 6-9 which the happy hours rates are actually very good.

Parking is free in the building's compound here and usually it's not a problem to get a spot here unless you're coming a little late.

Overall, nice environment, very suitable for events as well, great service, fair price - definitely coming back again."
0,Kim A.,Marble 8,"We enjoyed a very nice view and a great dinner and even better service. After a mishap with the hostess at the beginning of the evening, we were very glad we stayed for the dinner. Management handled the mishap very professionally. The steak and sides were the best we have had on our two week holiday."
0,Patience G.,Marble 8,"The very best steaks in the city! My favourite of all time is the dry-aged bone in tenderloin, followed by rib-eye and tomahawk. Oh yes not forgetting the sundries tomato pasta and grilled soy sauce cod fish! I love job as I get to taste it first hand!"
0,Julie Y.,Marble 8,"Marble 8 has been making waves in the KL fine dining scene as its well known for their steaks. You know this place means business when they require you to pay a deposit if you make a reservation and there is also a minimum order as well. So bring your wad of cash and be prepared to spend quite a bit here.

The restaurant is located in its own compound so there is limited complimentary parking available for diners. The stunning view of the twin towers is part of the highlight at Marble 8. Besides the restaurant, there's also a bar and prive set up for guests who want to lounge around.

A window showcasing the room where the meats are dried is also another fascinating feature you'll find at Marble 8. Though the place is known for their steaks i opted for their lobster instead as I was cutting back on meat. My dish did not disappoint but I was sorely tempted by the steak which warrants a second visit."
0,Nicole S.,Marble 8,"Marble 8 is a fancy smansy bar located in the heart of KL. It has an amazing view but doesn't beat Marini's mainly because its not on the 57th floor but on the ground floor so you have to look up for your view of the city skyline. The drinks here are so-so. I had the screwdriver and didn't like it one bit. However friends who had the pina colada said it was very good.

The atmosphere outside is very pretty because there are a lot of plants and hedges. However, if it happens to start raining, you have no shelter and so have to move back inside. This place has a really cool DJ console,Its elevated pretty high and gives the DJ a good view of the crowd and vice versa. The cocktails go for about RM30 which is pretty pricey for the quality that you get. The only reason i would come back here is because of the gorgeous view."
0,Khalisah K.,Marble 8,"Marble 8 has a trio venue with different offerings which consists of elegance. Their premium steakhouse, modern chic bar, and elegant privé. I've only managed to make my way to the M8 bar recently and i was very impressed. It was ultra-stylish and simple at the same time and that made it spectacular. M8 has been conceptualized as Kuala Lumpur's bar destination for its sophistication and elegance.

My favorite part of M8, is of course the al-fresco area, the view of the Twin Towers is so stunning. M8 bar's prices are very reasonable for what it is. I mean come on, you're hanging out with your friends, drinking, good music and a breathtaking view. What more could you ask for?!"
0,Arild H.,Marble 8,"Marble 8 has closed the restaurant in Lorong Kuda/Binjai and moved to Petronas tower 3 level 56, opening 2 week of April 17"
0,Dennis D.,Lai Foong Restaurant,"Malaysia Boleh! I love Kuala Lumpur! This is one of my favorite kopi tiam's in the town. I've been here many times, since I was a child. This place has gone through generation after generation- even my PohPoh came here a lot way back in the day (it's been around since 1956). The general area is kind of touristy because it's located near Central Market and Petaling Street (get you a nice fake LV and Rolex, if you want), but this particular place is mainly Malaysians.

Beef noodles are the #1 thing here. You can get tendon, meatball, organs, brisket, anything of your choosing. Seating is challenging. It's really popular among locals, so you might have to stand around and wait. BUT I promise you, you won't be disappointed. Would you want to fly all the way to this beautiful country and only be able to tell your friends you ate 'tourist food?' Check this place out.

One thing to keep in mind, when visiting KL in this part, the area is notorious for motorcycle theft. Meaning, some dude might try to run up and snatch your purse or chain and take off on his buddy's getaway bike. It's not by any means a terribly dangerous area, but just be a little extra careful, because low-life scum try to prey on unsuspecting tourists in all countries. Now with that being said, is it worth risking a precious belonging over some beef noodles? The answer is a resounding YES. Eat, lah!"
0,David S.,Lai Foong Restaurant,"It seems as if when you cross the border into Malaysia the nature of the restaurants change dramatically, at least with regards to the hawker variety. This is basically one such place where you have four stalls inside the room, each of them selling their own product. So, you might get your meal from one stall, and a beer from another. Mind you, this place was pretty cool, especially since the entire place erupted in cheers when I purchased as tiger beer. I guess they were impressed that some Anglo was willing to drink the local fair as opposed to the ubiquitous Heiniken. Then again, I do try to avoid Heiniken."
0,T. H. S.,Lai Foong Restaurant,"First thing first: you can get almost anything here at Lai Foong! Noodles of all kinds, dry or soup, fried rice, chicken rice, char siew, siew yok, wantan mee, porridge, beef noodle, pork noodle, dim sum, hakka luei cha (veggie mix), freshly-baked tarts, cookies and buns, siewpao, kaya kok, even western breakfast! Every old-time delicates, you'll find them here. The hard part? Choosing what to eat. It's an old-time chinese restaurant with a very rich cultural surrounding, in the middle of the busy KL city centre. Everytime I come here, it's so crowded to the sense that people are pushing each other around. Sometimes waiters are having a hard time to walk pass the crowd. The food is definitely a cause of it. It's super hot inside though. Then again, that's the essence, experiencing the heat and liveliness of the oldtown. Also, it's very close to Petaling Street. One minute walking distance. *recommended*"
0,Weinye C.,Restaurant Siu Siu,"Honestly, I personally know the owners of this place and I'm not writing a review because of that. I'm writing this because I feel this place doesn't get enough attention as they should!

I've frequent this branch and the original one (near Mid Valley) many times before. The menu would most likely have all the common items that you would find in a Chinese restaurant but they have some specialties that are worth mentioning. Just ask for a recommendation and they will give you some of the popular and favourite items on the menu.

Eventhough everything is good, their specialties are the river fishes and char siew (only limited quantities each day). I've introduced this place to my friends who live in Damansara that would drive to KL just to have char siew here and to tapau some home for later. I would say, best is to call ahead just to check if the char siew is still available if you're planning to try it out.

This place is huge with indoor (there's a small section with AC and the rest is with fan) and outdoor gazebo seating. So it's a good place to host big gatherings, office or family dinners. There's also a huge stage (with mics and speakers etc) in the restaurant so if you're thinking of hosting a big birthday party or anniversary dinner, you may use the stage for your get together as well. It also has a huge (free) parking lot upfront with a parking attendant.

So, if you're around KL and would like to have some seafood or Chinese food and not want to deal with looking for a parking spot and is away from all the busy streets, crowds and tight spaces, I'd recommend for you to try this place out :)"
0,Lori A.,The Canteen Room,"Im a very picky eater,but they have some awesome food. They have many many things to choose from. The juices and coffee is the bomb . They have very fast service and very ...very nice. I would recommend this place for anyone visiting Malaysia. It's very convenient to many other places.
I will definitely come back, when I am in Malaysia."
0,Yenny L.,Restoran Hung Kee,"Best charred char siew that I have had. Will definitely be back when I visit KL! We ordered more char siew after we ordered a plate of char siew and siew yok!
Every single piece tastes so good, salty and sweet. The charred part is da bomb!

The plate of kailan is also good. The stalk is soft and well cooked.

Noodle is just so so but you cannot miss the char siew for sure!"
0,Jane T.,Restoran Hung Kee,"1st try at this Restaurent. I got to know from a friend that it's famous for wan tan mee. Since I'm going to town might as well drop by to give it a try.

It's located at Jalan loke yew where some old looking bridal house were located. Parking here is quite troublesome as its along the road side or you have to drive behind the shop lots where the housing area is to park.

The shop has aircon and the typical coffee shop hot and stuffy area. Of course I choose to sit in the cooling area;)

I ordered dry wan tan mee with char Siew . For me the wan tan mee is just okay, nothing to shout about. It's too salty, char Siew is just okay too as I had better char siews. The wan tan is the soup type, it's quite big in size and quite flavorful.

I ordered a side of Sai you fish ball soup. The small size come with 5 fish balls and some Veges. The soup is bland and the fish ball is also normal too. They too have other noodle dishes such as friend Cantonese mee, friend hokkien mee and so on.

Overall experience is just normal."
0,Wye Mun K.,Restoran Hung Kee,"One of the oldest restaurants around in KL. It's been around since the 1990's. Hung Kee is known for its awesome Char Siew and Wanton Mee. Apart from that, they serve dishes as well. One of the famous dishes they serve is their Steamed Ginger Fish.

The restaurant may look old and shabby but ignore its appearance as the food is definitely awesome!!

I've been eating there since I was young and even up till today the food is still good!! For those of you who are around KL, its a must go to place for awesome Char Siew and Wanton Mee.

They are open for lunch and dinner, i'm not so sure about breakfast."
0,Jocelyn W.,Restoran Hung Kee,"Won tun mee never goes wrong, the ""BBQ"" pork is amazing, if it's not recommended by friend, I won't pass by there."
0,Simina I.,Tarbush Restaurant,"I've been here once for a lunch with my team from work. We decided to try Moroccan food for the first time.

Once we arrived here, the staff guide us to the table and brought us the menu. It took us a while to decide what to order because we never had before this type of dish. But with the help of the friendly stuff we manage to order some delicious food. I have to say that I'm impressed with the Moroccan food: meat...salads...drinks...everything was perfect.

The interior design of the place is very nice, in Moroccan style...the staff has traditional Moroccan outfits. The place is perfect for meetings because is not noise and you can also go here for a date because the red colour of the walls, gives a romantic touch.

In regards to the price, I can't say anything because the company payed for us, so I haven't seen the bill.

P.S. In case that you want to go here with a big group, I recommend you to make a reservation."
0,Ronnie S.,Tarbush Restaurant,Great example of Middle Eastern fare. This place really has some great food service habits. Great food served by a large talented staff. I recommend this place over a few other good restaurants just because of their discipline in service.
0,Ahmed D.,Tarbush Restaurant,"This restaurant is one of the best in Malaysia.. its a Lebanese which serve Arabic cuisines in its original form & taste.. We had a great time & the view from the balcony to the busy street nearby is awesome.
Absolutely recommending it to anyone who likes arabic foods or want to try it in Malaysia especially in Bukit Bintang. The prices compared to the delicious foods is really acceptable."
0,Alexandra M.,Tarbush Restaurant,"Looking for a Middle Eastern Restaurant in Malaysia? Here you have it.

They use fresh and really great quality ingredients which makes the food very delicious. The interior decor is really authentic and really makes you want to take a quick trip to Morocco. The dishes are really delicious and their menu has a large variety to pick from.

If you stop by you have to try one of their Shish Kebabs. They are amazing. The service is good and the ambiance is very welcoming and inviting."
0,Brighthoney W.,Tarbush Restaurant,"Great Arabic salads, good meat dishes. I don't know why people raved about the Baclava, it tasted like something that sat in the fridge for too long.
Great for tourists and people curious about Middle eastern cuisine."
0,Lucie B.,Tarbush Restaurant,"Tarbush is a fantastic middle eastern restaurant providing delicious, authentic food full of flavor!
The arabic salad, lamb flat bread and shish tawouk are stand outs. Could eat at this delicious place every day!"
0,Nicole S.,Tarbush Restaurant,"Tarbush serves middle eastern food such as briyani, shish kebab, shawarma etc. Its definitely 100% without a doubt my favorite middle eastern restaurant simply because the food is delicious. The ambiance is nothing to shout about, i mean there are some camels on the wall and the whole place sorta looks like a desert. They make really good garlic dip to pairs perfectly with the lamb cubes or shish tawook.  

Prices are a little expensive but the food is consistent and you can be sure to be only served the best. I would recommend the chicken and lamb briyani, the lamb cubes and the mixed grill which consist of lamb chops, shish kebab and shish tawook. Once you eat at Tarbush, trust me you'd never wanna have middle eastern food anywhere else."
0,Sara M.,Tarbush Restaurant,"This place is absolutely epic! You have amazingly tasty middle easter food! the place is located on the top flour of BSC. I went there for a team lunch and we ordered like a family menu and we had all these different options laid out for us! it was beautiful and tasty!

I loved the baklava and the Moroccan tea! they also had some moroccan dishes which can blow your mind! Don't hesitate to give this place a try! it's over priced but it's so worth it!!"
0,Shoaib D.,Tarbush Restaurant,Great food. It's the place for the kebab eaters to visit. Highly recommended. I also tried the Halabiya (the pudding with milk cream?) and tasted awesome. This is a bit expensive by KL standards.
0,Robert S.,Shawarma Damascus,"This place seems to be quite a popular shawarma place in Bukit Bintang. This particular location is new and not too far from the old place. Somewhat is more accessible I think.

The shop always have customers, so the grill is always on and the meats kept being shaved (which equates to juicy meats). We had a chicken shawarma, and thought the chicken was well seasoned and flavored. The veggies are okay.

Prices are reasonably low. Many items are less than MYR10. You may dine in, take out, or in our case, just eat your sandwich at the curb. The meats portion is not as generous as the one that I usually get in the States, but then again the price is only at a fraction that we usually pay at the States.

I would definitely come back when in the area. I would definitely also pay more for the extra meats."
0,T F.,Shawarma Damascus,The best Shawarma in town. I did try both Chicken and Beef shawarma Great food and price is cheap for Reg roll only 6.00 RM.
0,pete e.,Shawarma Damascus,The Shawarma is the best I had out of Damascus. I enjoyed the beef flavor the most. It was easy to find. Quick service and felt like it was the thing I was looking for
0,Jorensylv N.,Retoran Wadi Hadramawt,"Love this Arabic restaurant to bits...! Their food standard is high in terms of taste and variation. Nothing compares to the bread they make here, and I mean it! It really depends on the chef's mood, if not in the mood, the chef makes it still nice, but not as good. There are many times when the bread tastes magical! You may request for the chef to cook the bread a little longer to make it crispier.

The dishes to die for here are the chicken and mutton Ogda (served in hot black stone bowl)!! Their taste might be something U've never tried before. The meat was shredded very finely , it almost looks like beaten eggs. I believe the meat in these 2 dishes have been set in oven overnight at a relatively low temperature, allowing the heat to soften the meat. This method might also the reason as to why their mutton doesn't have that 'stinky' mutton smell. This is the first time in my life taking so much mutton, I usually hate the smell of mutton, but this, love it.

As for their kebab, I wouldnt say it ranks in the top for their restaurant. Chicken kebab wasn't really cooked thoroughly with some parts in pink, beef kebab proved a little too tough as well, but taste is quite nice. There's not much taste to the fish kebab either except for the salt haha. Love their homemade garlic mayonnaise, great to go with fries!

If u're looking at juices, I recommend the grape juice as it's freshly pressed, all natural! All goodness in a cup, mango juice wise, they mix it with puree and mango meat. Not too bad.

Service wise, the waiters were really helpful and friendly. Overall, this my if my favourite Arabic restaurant here in Kuala Lumpor, and it's known to serve great food! Sometimes rumours can't go too wrong ;)"
0,Clarence J.,Retoran Wadi Hadramawt,"Wadi Hawdramawt is a good-sized place sitting behind a car lot on Jalan Ampang.  The airy downstairs and upstairs dining rooms have plenty of seating at tables of all sizes, and there are at least a few tables in a covered outdoors area as well.

The food from the large menu and is very good all around, cooked beautifully and with wonderful spices.  The standout to me is always the rice, which is one of the top one or two rices I have had around Kuala Lumpur (with the other being Chen-Chen Goose & Duck in Pudu).  Other than the rice though, I have been able to try many things on the wonderful menu and have not felt that I have made a bad choice yet."
0,Tina M.,Retoran Wadi Hadramawt,"Best Arabic in KL, went back two more times on our trip. Had the lamb and chicken and it was delicious. Had lentil soup and it was great. Hummus with lamb was amazing. I miss the food here!"
0,William D.,Retoran Wadi Hadramawt,"This is my pick for the best Arabic food in KL.  It took me a few years to finally go in to have a meal because it is in a very unassuming spot for such great food.  Who would have thought to look for a fine dining experience sandwiched in between to car dealerships on a pretty ugly stretch of Jalan Ampang?  Make no mistake, this place is great.  

The bread here is epic.  It is fresh, flavorful, pulls apart beautifully for dipping and wrapping, but most of all it is huge :) This bread alone is worth the trip.  I love that they have one specific baker for the bread and if he is not in there is no bread.  Complete quality control.

My second favorite this here is called Ogda chicken.  It also come in a lamb version.  It is slowly cooked chicken that melts in your mouth and has just the right amount of spice.  Wrap a piece of their bread around a bite of this and you will see why I am raving about it so much.  

I also like the Moroccan soup and the mint tea they serve.  The service is good too.  I have always found the staff super friendly and accommodating."
0,Joanna H.,Retoran Wadi Hadramawt,"My family loves this restaurant.  The food is good and the staff is friendly.  We love the humus with huge Arabic bread, the Mandy, the mixed barbecue...much more.  Go there, you'll love it, too!"
0,Sandy L.,Lai Po Heen,"I came here with my family for their Chinese New Year dinner menu.
The feast started off with Yee Sang but we requested for fruits instead of raw salmon, and they gave us fresh pear slices which were good too.

They cooked each dish very delicately and all with fresh ingredients, cooked till just right. I liked the stir fried prawns with coconut sauce and steamed fish. The waiters were really helpful that they attended all our requests politely and assisted us in serving the dishes in individual plates.

We could watch the chefs cooking through the glass partition and they nodded and smiled at us as if we're welcomed by them too.

I would love to try their dim sum menu some day!"
0,Vanessa O.,Lai Po Heen,"Definitely one of the most expensive Chinese Meal I've ever had in my life. Fortunately, I was here for a corporate meal which didn't cost me a single penny! I'm not used to this pampering lifestyle but was luckily to be part of this lunch. Food here is simply fantastic. Once you dine here, you will understand what does fine dining (Chinese) truly means.

The service was excellent and the waiters / waitresses were extreme attentive to your needs. Tea was constantly filled up whenever it reaches to the middle of your tiny tea cups. Food quality was nice but the portion was slightly small... nonetheless enough for us to have our tummies filled for a lunch.

Each serving was served in a timely manner where there is not much waiting in between - simply fantastic."
0,Shaun K.,Lai Po Heen,"Duck is good.
They carved it in front of you.

Food and service is 5 star standard.

Strict timing on opening times.

Selective seating.

Bias towards white sometimes.

Tea is expensive"
0,Wye Mun K.,Lai Po Heen,"Looking for a hotel with a great Chinese Restaurant? Head over to Lai Po Heen in Mandarin Oriental! They won multiple awards for their food and they have renown chefs cooking your food so don't worry, you'll definitely be satisfied even for the price you pay.

I've been here a couple of times and I never was disappointed. Great service, great food and of course the price is kinda ""great"" as well. I'm not sure if they still serve their Honeydew Chicken but if they still do, you gotta try it. Food is fresh and flavourful of course, definitely a great place to go to if you're willing to pay the price!"
0,Jean-Luc D.,Lai Po Heen,Excellent food! I am usually not fond of chinese food but I found the food served in this restaurant more than excellent. We were a party of 15 and were served in a private room.
0,Sue W.,Lai Po Heen,"Was here for our CNY reunion dinner on Sunday and as always, Lai Poh Heen delivered! Food and service was good - which is why we return year after year. We had a customised set menu which started with yee sang and ended with jelly for dessert. Service staff is so very trained - more than a dozen were foreigners and they took the effort to recite the ""blessings"" before and while serving the yee sang. Shows how much effort Mandarin puts into staff training. Only let down was the ""missing"" steamed garoupa - it was mistakenly sent to another table by which time, we didn't have much of a mood to eat. They did offer us a dim sum lunch replacement or a rebate on the bill. So that was thoughtful of them - actually they even gave us the fish to take home since it was already made (a new fish) before the message was passed to the kitchen."
0,Aris L.,Restaurant Wong Kee,"One of my favorite restaurants in Kuala Lumpur. I ordered siew yok (roast pork), barbecue pork, and the roast chicken with hainanese chicken rice. It tastes really good. I will definitely comeback to this restaurant again..

CONCLUSION = RECOMMENDED!! MUST TRY!!"
0,Mindy D.,Restaurant Wong Kee,"The roast pork here is like crack! So crispy that you can hear the crackling with every bite. Skip the chicken cause it's all about the siew yuk here. The meats are served with fragrant rice cooked in chicken broth and other flavorings. So simple yet so delicious!

Don't expect the best service here... Actually, the service was terrible. They are super busy and could care less if you get served. You have to fend for yourself. The tables are open seating, but you gotta order at the counter first. Learn from me and don't sit there for 15 minutes and wait for a server to approach you. There's no systematic way of ordering because you literally just yell your order to the lady who's also running around the restaurant. The menu is all in Chinese... good luck, friends. Cash only."
0,Purwanto L.,Restaurant Wong Kee,"Sampai disana masih belum buka. Nunggu sampe teng 12.30 baru si fu nya pegang pisau. Udah banyak sekali orang yg nunggu. Kita mau pesan take away tapi ga diladenin. Disuruh tunggu dulu. Sedangkan yg makan disana tp datang belakangan di terima ordernya. Rasanya udah pingin pergi aja.  Setelah nunggu 1 jam akhirnya ditanyain mau apa. . Memang siobak nya enak. Dagingnya empuk dan juicy. Kulit garing. Cuman untuk balik lagi ke sana kayaknya ngak deh.
.
Food : 4/5
Service : 1/5
Price : $$
Place : 3/5
.
Non Halal
Rest : Wong Kee
Location : Kuala Lumpur
City : Kuala Lumpur
."
0,Hiroki K.,Restaurant Wong Kee,"Very nice taste, in particular, sauce is the secret of the magic. Enjoy chicken rice with pork!"
0,Carolyn L.,Restaurant Wong Kee,"The sio bak (or siew yoke or roast pork belly) is to die for here! Thin crispy crackling skin with juicy tender meat.

I am not a big fan of pork and when friends hear me wax lyrical on the sio bak here, they know it is a ""die die must try place"".

I have been here twice in 2 years and the quality remains consistent for me.

The roast chicken is nice but nothing outstanding. The char siew is slightly better as it has a honeyed taste or maybe it is molasses sweetened. Maybe if you could request for the fatty char siew (we didn't ask so not sure if they would accommodate the request), then it would be better. Our plate of char siew is a mix of lean and fatty meat. My friends definitely prefer the fatty bits.

I had heard about the long queues from my Malaysian friends who introduced me to this place and was told to get there before 12pm. On Friday (and possibly most weekdays), it was already crowded and hard pressed to find an empty table. There would also be a line forming. The line is for ""takeaways"", so just go straight to a table if you are dining in. Saturday was much better though the tables were mostly filled up by 1230pm.

The staff will go around taking your order. Then you wait and wait and wait till 1230pm when the master chef will appear and start chopping the luscious roast meat.

The price is on the high side for sio bak (RM16 per strip) but it is because they give you the best part of the meat. The odds and ends are not served to customers so all get the center parts of the sio bak. This place is quite old school and you can help yourself to the soup from the gigantic pot at the side of the coffee shop.

The rice served is chicken rice so it gives an additional fragrance and taste to the meat.

I am just thankful I don't live in KL otherwise I can see myself coming here very often.

Note:
1, It is closed on Sunday.

2. Do yourself a favor and order a strip of sio bak for each person so that there is no fighting. The portion for 1 is not very big anyway.

3. Get the MyTeksi App if you do not drive as it can be hard to flag down a cab there. Also prepare your GPS map as not all taxi drivers know this place, the GPS will help direct the taxi driver and tell the driver it is near Times Square or the old Pudu jail area."
0,Hobart L.,Restaurant Wong Kee,"Don't waste your time on their chicken rice and char siew. There are way better options elsewhere. In my mind, there's only one thing worth getting here, and it's their siew yoke. Crispy skin that crackles easily when you bite into it, followed by this spot-on ratio of fat to meat that melts in your mouth. Sure, there are times when it is quite a let down (meat was too chewy for e.g. last week), but Wong Kee at its best produces the perfect siew yoke that's almost heavenly. Until I find a better place, this is where I keep coming back week after week.

Probably more of a 4.5 stars to 4 given recent disappointments, but like I said, at its best, there is no better siew yoke.

Note: Come during weekends as there is less of a crowd. It only starts serving siew yoke at 12.30pm sharp, but people start flowing in around 12pm. No need to come too early on weekends, but make sure you come before 1.30-2pm because that's usually when it sells out."
0,Benjamin T.,Restaurant Wong Kee,"I've been here many times and each time the Siew Yuk makes me speechless. The crispy skin and melt in your mouth pork makes it one of the best if not the best Siew Yuk in KL in my opinion. I actually like their chicken as well, well cooked and marinated. Not as good as the Siew Yuk of course, but is definitely a compliment to a hearty meal."
0,Jason T.,Restaurant Wong Kee,Best in town roasted pork (siu yoke). Despite my family in similar business and countless tasting of roasted pork. I still yet to find a match. Try it yourself. Make sure you are here by 12.30pm for seats and u will need to wait till 1pm for the food. Usually everything will be sold out within an hour of their business starts
0,Dana W.,Breakfast Thieves,I was SO impressed with this place! Such cute decor and the food was absolutely amazing! If I ever come back to KL I will forsure make this my number one breakfast spot!!
0,Ayah A.,Breakfast Thieves,"Everything was on point we loved everything there, presentation of the food was perfect the vibes of the place are amazing, people there are friendly,
Diffently would come again and would recommend to my friends, Good job!"
0,Yi En N.,Breakfast Thieves,The price is high. The food so so though special and creative. The drink is quite special and great.
0,Trena M.,Breakfast Thieves,"Situated right next to Pulp, Breakfast Thieves is the newest hipster spot in Bangsar. Not only is the food trendy (with descriptions like sesame shards, perfumed strawberry, chocolate soil, etc), but the waiters come with attitude (not the good kind).

The coffee is on point, and Pulp will definitely be facing some fierce competition. For food, we ordered the French toast, yogurt parfait and salmon with polenta. All delicious, but the portions are ridiculously small and the food is a bit high maintenance. The place gives off that vibe as soon as you walk in though, and I expected no less. Overall, I prefer a place with less frills that doesn't leave me hungry."
0,abu h.,Breakfast Thieves,"Excellent place. The atmosphere is really cool. The service was great and the food was superb. We had the legend (must try), terry Benedict (pretty good), and breakfast chain (excellent)"
0,Sandy L.,Inner Mongolian Steamboat,"This restaurant is located among several shoplots with plenty of Chinese cuisine (such as Hunan, Sichuan, etc). We ordered the roast lamb leg (that requires one day reservation ahead), mongolian milk tea that tastes slightly salty and clear, steamboat with double soups (one 清汤 - herbal clear soup and one 麻辣 - spicy).

We enjoy the variety of dumplings both pan fried or soup boiled, which were so fresh and taste was flavourful. A friend even order more frozen dumplings for takeaway to bring home.

The restaurant isn't always full, but it does take them some time to prepare and serve the food."
0,Mickey L.,1919 Restaurant,"An all-around really pleasant meal to wrap up my visit to Kuala Lumpur. The wait staff were friendly, polite, and extremely helpful, telling us (the unacquainted diners in the realm of Nyonya cuisine) where the good food was.

We ordered four small dishes for two people, and every single dish nailed the spot. The fried Philippine eggplant recommended by our server was cut and fried just like French fries (but tasted better because it was eggplant inside)! The ostrich meat, which I've never tried before, was delicious when cooked teppanyaki style. The nyonya fried rice tasted a little spicy and contained different seasonings that I hadn't tasted before, but every bite of it was enjoyable. Lastly, the mixed vegetables with tofu provided superb balance to our meal, and the homemade tofu stood out for its soft texture and delightful flavor.

What a fantastic and unusual meal - strongly recommend to both locals and tourists alike."
